Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Høyeste middelvind (døgn);Nedbør (døgn)
Trondheim - Voll;SN68860;12.01.2016;-1,8;-8,3;4,9;0
Trondheim - Voll;SN68860;13.01.2016;-4,1;-8,6;4,2;0
Trondheim - Voll;SN68860;14.01.2016;-8;-11;3,8;0
Trondheim - Voll;SN68860;15.01.2016;-9;-13,8;3;0
Trondheim - Voll;SN68860;16.01.2016;-5,3;-15;5,8;0,2
Trondheim - Voll;SN68860;17.01.2016;-0,5;-9,1;10,3;0,1
Trondheim - Voll;SN68860;18.01.2016;-0,7;-2,5;6,8;7,1
Trondheim - Voll;SN68860;19.01.2016;-1,5;-4;4,7;4,2
Trondheim - Voll;SN68860;20.01.2016;-0,3;-3,5;5,2;4
Trondheim - Voll;SN68860;21.01.2016;-0,9;-5,5;4;4,6
Trondheim - Voll;SN68860;22.01.2016;-3,6;-9,4;4,9;0,1
Trondheim - Voll;SN68860;23.01.2016;-0,2;-9,2;2,8;1,8
Trondheim - Voll;SN68860;24.01.2016;1,4;-2,9;4;1,5
Trondheim - Voll;SN68860;25.01.2016;1,4;-2,5;4,3;2,6
Trondheim - Voll;SN68860;26.01.2016;5,6;0,7;6,4;5,5
Trondheim - Voll;SN68860;27.01.2016;4,9;1,4;6,4;1,1
Trondheim - Voll;SN68860;28.01.2016;2,2;-1,4;5,2;1,5
Trondheim - Voll;SN68860;29.01.2016;7,5;0,4;11,8;0,7
Trondheim - Voll;SN68860;30.01.2016;5,8;-0,1;17,1;7,7
Trondheim - Voll;SN68860;31.01.2016;1,1;-2,7;5,2;0,2
Trondheim - Voll;SN68860;01.02.2016;1,6;-2,5;7,8;4,9
Trondheim - Voll;SN68860;02.02.2016;-0,4;-3,9;4,2;11,9
Trondheim - Voll;SN68860;03.02.2016;1,5;-4;7;1,4
Trondheim - Voll;SN68860;04.02.2016;2,1;-0,5;7,1;5
Trondheim - Voll;SN68860;05.02.2016;0,9;-1,1;5,8;9,4
Trondheim - Voll;SN68860;06.02.2016;4,7;-0,3;7;4
Trondheim - Voll;SN68860;07.02.2016;8,1;0,3;8,6;0,1
Trondheim - Voll;SN68860;08.02.2016;7,3;1,9;7,8;0,1
Trondheim - Voll;SN68860;09.02.2016;5,4;-0,9;5;0
Trondheim - Voll;SN68860;10.02.2016;1,5;-3,8;3,7;0
Trondheim - Voll;SN68860;11.02.2016;0,4;-2,3;3,9;0,4
Trondheim - Voll;SN68860;12.02.2016;-0,7;-4,8;3,2;0
Trondheim - Voll;SN68860;13.02.2016;-3,8;-6,6;2,7;0
Trondheim - Voll;SN68860;14.02.2016;-4,1;-12,7;3,7;0
Trondheim - Voll;SN68860;15.02.2016;-0,6;-6,5;4,2;1
Trondheim - Voll;SN68860;16.02.2016;-1,4;-4,9;4,8;5,1
Trondheim - Voll;SN68860;17.02.2016;5,2;-2,7;9,1;0
Trondheim - Voll;SN68860;18.02.2016;4,5;-3,5;6,4;0
Trondheim - Voll;SN68860;19.02.2016;2;-6,5;3,3;0
Trondheim - Voll;SN68860;20.02.2016;4,6;-2;12,3;0
Trondheim - Voll;SN68860;21.02.2016;2,7;-5,6;4,7;0,5
Trondheim - Voll;SN68860;22.02.2016;2,5;-5,8;3,8;0
Trondheim - Voll;SN68860;23.02.2016;2,8;-8,8;6,3;0
Trondheim - Voll;SN68860;24.02.2016;3,4;0;5,5;5,4
Trondheim - Voll;SN68860;25.02.2016;2;0,1;5;9,8
Trondheim - Voll;SN68860;26.02.2016;2;-0,8;2,9;18,7
Trondheim - Voll;SN68860;27.02.2016;2,3;-0,1;5,2;3
Trondheim - Voll;SN68860;28.02.2016;2,4;-0,4;4,3;8,9
Trondheim - Voll;SN68860;29.02.2016;1,1;-3,2;5,1;1,5
Trondheim - Voll;SN68860;01.03.2016;1;-5,8;9,6;0
Trondheim - Voll;SN68860;02.03.2016;1,6;-0,2;9,9;0
Trondheim - Voll;SN68860;03.03.2016;3,4;-1;5,4;0
Trondheim - Voll;SN68860;04.03.2016;4,4;-3,7;4,7;0
Trondheim - Voll;SN68860;05.03.2016;4,7;-3,1;3,2;1,9
Trondheim - Voll;SN68860;06.03.2016;4;-3,7;6,1;0
Trondheim - Voll;SN68860;07.03.2016;1;-2,6;3;0
Trondheim - Voll;SN68860;08.03.2016;4,2;-4,1;3,2;0,4
Trondheim - Voll;SN68860;09.03.2016;1,5;-8,4;2,3;0
Trondheim - Voll;SN68860;10.03.2016;7,7;-1,9;2,6;0
Trondheim - Voll;SN68860;11.03.2016;3,8;-3,6;3,7;0
Trondheim - Voll;SN68860;12.03.2016;3,9;-6,9;2,5;0
Trondheim - Voll;SN68860;13.03.2016;3,8;-1,5;3,3;0,5
Trondheim - Voll;SN68860;14.03.2016;6,8;2,7;4,3;8,2
Trondheim - Voll;SN68860;15.03.2016;8,5;4,1;3,7;0
Trondheim - Voll;SN68860;16.03.2016;7,1;4;4,4;0
Trondheim - Voll;SN68860;17.03.2016;5,6;2,8;6,4;0,1
Trondheim - Voll;SN68860;18.03.2016;4,7;0,4;6,2;5,2
Trondheim - Voll;SN68860;19.03.2016;4,4;0,4;7,2;6,6
Trondheim - Voll;SN68860;20.03.2016;4,7;0,2;7,5;14,6
Trondheim - Voll;SN68860;21.03.2016;3,8;0,8;5;9,2
Trondheim - Voll;SN68860;22.03.2016;3,7;0,6;5;3,8
Trondheim - Voll;SN68860;23.03.2016;5,1;0,4;4,3;4,5
Trondheim - Voll;SN68860;24.03.2016;3,2;-1,7;3,1;0
Trondheim - Voll;SN68860;25.03.2016;5,1;-0,3;4,1;0,2
Trondheim - Voll;SN68860;26.03.2016;9,4;-1,1;7,4;0,6
Trondheim - Voll;SN68860;27.03.2016;12;7,2;9,7;0
Trondheim - Voll;SN68860;28.03.2016;10,7;5,7;8,8;0
Trondheim - Voll;SN68860;29.03.2016;9,7;6,4;7,4;0
Trondheim - Voll;SN68860;30.03.2016;7,1;2,2;6;0,7
Trondheim - Voll;SN68860;31.03.2016;3,6;-2;5,1;0
Trondheim - Voll;SN68860;01.04.2016;5,7;-0,6;4,3;0,5
Trondheim - Voll;SN68860;02.04.2016;6,5;1,5;5,3;1,9
Trondheim - Voll;SN68860;03.04.2016;9,7;1,2;3,8;2,9
Trondheim - Voll;SN68860;04.04.2016;9,8;6;5,1;0
Trondheim - Voll;SN68860;05.04.2016;7,8;1,6;3,2;0
Trondheim - Voll;SN68860;06.04.2016;7,7;2;2,3;3,8
Trondheim - Voll;SN68860;07.04.2016;6,2;3,5;6,1;0,1
Trondheim - Voll;SN68860;08.04.2016;4,9;0,8;5,7;1,2
Trondheim - Voll;SN68860;09.04.2016;7,9;0,8;4,2;3
Trondheim - Voll;SN68860;10.04.2016;8,4;-1,8;3,6;0,1
Trondheim - Voll;SN68860;11.04.2016;9,9;-1,9;3,8;0
Trondheim - Voll;SN68860;12.04.2016;9,5;-1,5;3,1;0
Trondheim - Voll;SN68860;13.04.2016;5,7;1;5,5;1,3
Trondheim - Voll;SN68860;14.04.2016;7,3;-5,4;4,3;0
Trondheim - Voll;SN68860;15.04.2016;6,3;0,9;3,7;1,3
Trondheim - Voll;SN68860;16.04.2016;8,2;0,8;5,5;0
Trondheim - Voll;SN68860;17.04.2016;6,7;-0,3;5,7;0,1
Trondheim - Voll;SN68860;18.04.2016;11;2,5;4,5;1,7
Trondheim - Voll;SN68860;19.04.2016;8,7;2,2;5,6;9,2
Trondheim - Voll;SN68860;20.04.2016;6,1;1,6;6,1;0,2
Trondheim - Voll;SN68860;21.04.2016;5,4;1,3;7,7;7,6
Trondheim - Voll;SN68860;22.04.2016;4,2;0,4;6,5;9,4
Trondheim - Voll;SN68860;23.04.2016;4,2;-1,5;4,6;2,6
Trondheim - Voll;SN68860;24.04.2016;5,7;-2,2;4;2,6
Trondheim - Voll;SN68860;25.04.2016;7;-4;6,4;0,2
Trondheim - Voll;SN68860;26.04.2016;6,1;-0,8;5,1;0
Trondheim - Voll;SN68860;27.04.2016;6,2;-2,8;4,6;0
Trondheim - Voll;SN68860;28.04.2016;9;-0,5;5,7;3
Trondheim - Voll;SN68860;29.04.2016;8,8;4,4;11,1;7
Trondheim - Voll;SN68860;30.04.2016;11,5;6;8,8;0
Trondheim - Voll;SN68860;01.05.2016;12,7;5,6;5,8;0
Trondheim - Voll;SN68860;02.05.2016;14,3;1,7;7,1;0
Trondheim - Voll;SN68860;03.05.2016;14,4;6,5;7,2;1,1
Trondheim - Voll;SN68860;04.05.2016;13,5;2;4,2;1,3
Trondheim - Voll;SN68860;05.05.2016;16;4,8;4,1;0
Trondheim - Voll;SN68860;06.05.2016;16;6,5;5,4;0
Trondheim - Voll;SN68860;07.05.2016;17,1;7;4,1;0
Trondheim - Voll;SN68860;08.05.2016;17,7;7,2;2,9;0
Trondheim - Voll;SN68860;09.05.2016;20,8;6,9;2,8;0
Trondheim - Voll;SN68860;10.05.2016;16,7;5,4;4,4;0,1
Trondheim - Voll;SN68860;11.05.2016;16,4;1,2;4,3;0,9
Trondheim - Voll;SN68860;12.05.2016;16,4;4,6;5,7;0
Trondheim - Voll;SN68860;13.05.2016;7,1;2;6,7;1
Trondheim - Voll;SN68860;14.05.2016;8,7;2,8;4,9;0,3
Trondheim - Voll;SN68860;15.05.2016;9,2;3,2;4,3;3,5
Trondheim - Voll;SN68860;16.05.2016;10,4;2,3;4,6;1,6
Trondheim - Voll;SN68860;17.05.2016;7,4;3,4;6,6;0,8
Trondheim - Voll;SN68860;18.05.2016;7,2;2,9;3,3;0
Trondheim - Voll;SN68860;19.05.2016;8;2,4;4;0,8
Trondheim - Voll;SN68860;20.05.2016;14,6;2,1;7;0
Trondheim - Voll;SN68860;21.05.2016;16,4;8,1;5,1;7
Trondheim - Voll;SN68860;22.05.2016;18,8;10,9;6,7;0,8
Trondheim - Voll;SN68860;23.05.2016;14,6;6,9;3,5;2,4
Trondheim - Voll;SN68860;24.05.2016;10;6,2;3,9;1,4
Trondheim - Voll;SN68860;25.05.2016;11,3;6,5;4,2;0,1
Trondheim - Voll;SN68860;26.05.2016;15,6;5,4;4,3;0,6
Trondheim - Voll;SN68860;27.05.2016;20;6;5,1;0,1
Trondheim - Voll;SN68860;28.05.2016;19,6;9,7;5,5;0
Trondheim - Voll;SN68860;29.05.2016;17,1;10;5,5;0,1
Trondheim - Voll;SN68860;30.05.2016;21,8;9,4;3,6;0,5
Trondheim - Voll;SN68860;31.05.2016;22,2;14,3;4,5;0
Trondheim - Voll;SN68860;01.06.2016;17,9;10,6;3,5;0
Trondheim - Voll;SN68860;02.06.2016;18;10,4;3;0
Trondheim - Voll;SN68860;03.06.2016;16,4;7,2;4,5;0,1
Trondheim - Voll;SN68860;04.06.2016;12,1;6;4;0
Trondheim - Voll;SN68860;05.06.2016;14,9;6,7;4;0
Trondheim - Voll;SN68860;06.06.2016;19,7;6,4;3;0
Trondheim - Voll;SN68860;07.06.2016;19,1;8,1;5,5;0
Trondheim - Voll;SN68860;08.06.2016;9,9;4,6;5,6;0,6
Trondheim - Voll;SN68860;09.06.2016;9,2;4,4;5;0,9
Trondheim - Voll;SN68860;10.06.2016;11,7;3,8;3,5;0,3
Trondheim - Voll;SN68860;11.06.2016;17,2;3,5;4;0
Trondheim - Voll;SN68860;12.06.2016;15,6;6,1;4,6;0
Trondheim - Voll;SN68860;13.06.2016;15,1;4,2;4,3;0
Trondheim - Voll;SN68860;14.06.2016;15,3;5,4;3,6;0
Trondheim - Voll;SN68860;15.06.2016;20,5;9,1;4,2;0,4
Trondheim - Voll;SN68860;16.06.2016;20,7;11,3;3,6;0,1
Trondheim - Voll;SN68860;17.06.2016;19,7;9,3;5,1;0
Trondheim - Voll;SN68860;18.06.2016;9,4;7,9;5,1;0
Trondheim - Voll;SN68860;19.06.2016;9;6,5;4,6;1,8
Trondheim - Voll;SN68860;20.06.2016;20,8;3,7;6,2;0,6
Trondheim - Voll;SN68860;21.06.2016;17,2;10,5;6,5;7,4
Trondheim - Voll;SN68860;22.06.2016;19,4;10;2,5;1,7
Trondheim - Voll;SN68860;23.06.2016;20,3;12,8;4,5;0
Trondheim - Voll;SN68860;24.06.2016;21,4;10,9;3,1;0
Trondheim - Voll;SN68860;25.06.2016;20,5;11;4;6,6
Trondheim - Voll;SN68860;26.06.2016;21,6;9,1;3,8;0
Trondheim - Voll;SN68860;27.06.2016;23,5;12;7,1;5,8
Trondheim - Voll;SN68860;28.06.2016;15,6;10,1;4;4,4
Trondheim - Voll;SN68860;29.06.2016;21,8;8,4;4,4;1
Trondheim - Voll;SN68860;30.06.2016;20,5;14,3;7,3;0
Trondheim - Voll;SN68860;01.07.2016;21,2;11,4;7;0
Trondheim - Voll;SN68860;02.07.2016;20,9;11,9;6,2;0,7
Trondheim - Voll;SN68860;03.07.2016;15,4;8;5,1;16,8
Trondheim - Voll;SN68860;04.07.2016;17,7;9,2;3,9;4,7
Trondheim - Voll;SN68860;05.07.2016;16,4;11,4;4,1;0
Trondheim - Voll;SN68860;06.07.2016;13,7;9,5;5,1;0
Trondheim - Voll;SN68860;07.07.2016;14,8;8,4;4,3;0,3
Trondheim - Voll;SN68860;08.07.2016;18,9;7,5;3,5;0
Trondheim - Voll;SN68860;09.07.2016;18;8,1;4,2;0
Trondheim - Voll;SN68860;10.07.2016;18,5;10,4;5,9;0,1
Trondheim - Voll;SN68860;11.07.2016;19,3;13,4;5;0,1
Trondheim - Voll;SN68860;12.07.2016;17,2;13;3,7;0
Trondheim - Voll;SN68860;13.07.2016;14,3;12,3;3,7;1,5
Trondheim - Voll;SN68860;14.07.2016;14,5;11;4,2;5,6
Trondheim - Voll;SN68860;15.07.2016;14;10,1;3;0
Trondheim - Voll;SN68860;16.07.2016;15;7,3;4,1;0
Trondheim - Voll;SN68860;17.07.2016;16,1;9,3;5,2;15,4
Trondheim - Voll;SN68860;18.07.2016;15,6;10,3;3,2;3,9
Trondheim - Voll;SN68860;19.07.2016;20,3;6,8;2,4;0,1
Trondheim - Voll;SN68860;20.07.2016;21,3;12,6;3,7;0
Trondheim - Voll;SN68860;21.07.2016;28,9;13,4;5;0
Trondheim - Voll;SN68860;22.07.2016;27,4;17,3;4,3;0,6
Trondheim - Voll;SN68860;23.07.2016;20,4;15,2;3,3;2,1
Trondheim - Voll;SN68860;24.07.2016;23,2;14,1;3,9;0,8
Trondheim - Voll;SN68860;25.07.2016;26,8;13,4;5,1;0,1
Trondheim - Voll;SN68860;26.07.2016;23,3;12,7;7,1;0,1
Trondheim - Voll;SN68860;27.07.2016;22,2;12;4,7;8,4
Trondheim - Voll;SN68860;28.07.2016;21,4;12,9;5,1;0,3
Trondheim - Voll;SN68860;29.07.2016;21,7;11,5;4,9;9,4
Trondheim - Voll;SN68860;30.07.2016;16,9;12,1;4;5,1
Trondheim - Voll;SN68860;31.07.2016;15,9;10,8;3,6;1,4
Trondheim - Voll;SN68860;01.08.2016;17,2;9,8;2,9;0,2
Trondheim - Voll;SN68860;02.08.2016;14,8;10,7;6,7;4,6
Trondheim - Voll;SN68860;03.08.2016;18,2;9,9;6;4,2
Trondheim - Voll;SN68860;04.08.2016;20,8;10,5;5,3;0
Trondheim - Voll;SN68860;05.08.2016;17,8;13,2;3,7;1,2
Trondheim - Voll;SN68860;06.08.2016;17,2;11,1;3,9;0
Trondheim - Voll;SN68860;07.08.2016;21,9;10,6;6,9;0
Trondheim - Voll;SN68860;08.08.2016;18,8;11,8;6,4;4,6
Trondheim - Voll;SN68860;09.08.2016;15;9,7;5,3;0,5
Trondheim - Voll;SN68860;10.08.2016;11,5;7;6;10,5
Trondheim - Voll;SN68860;11.08.2016;8;5,7;5,6;2,5
Trondheim - Voll;SN68860;12.08.2016;14,5;4,6;4,4;7,5
Trondheim - Voll;SN68860;13.08.2016;15;9,5;4,3;8,3
Trondheim - Voll;SN68860;14.08.2016;14,6;9;4,8;1,7
Trondheim - Voll;SN68860;15.08.2016;12,5;6,5;3,4;0
Trondheim - Voll;SN68860;16.08.2016;17,5;10,8;3,9;0,2
Trondheim - Voll;SN68860;17.08.2016;19,8;7,3;3,8;0
Trondheim - Voll;SN68860;18.08.2016;23,3;12,3;5;0
Trondheim - Voll;SN68860;19.08.2016;20,8;12;4,5;0
Trondheim - Voll;SN68860;20.08.2016;19,9;13,1;3,6;0
Trondheim - Voll;SN68860;21.08.2016;20,4;12,1;3,9;0
Trondheim - Voll;SN68860;22.08.2016;20;9,9;2,6;0
Trondheim - Voll;SN68860;23.08.2016;16,7;12,5;3,6;0
Trondheim - Voll;SN68860;24.08.2016;15,6;8,1;2,8;0
Trondheim - Voll;SN68860;25.08.2016;15,7;11,9;4,4;1,6
Trondheim - Voll;SN68860;26.08.2016;14,7;7,1;6,4;0
Trondheim - Voll;SN68860;27.08.2016;15;10,2;11,1;24,6
Trondheim - Voll;SN68860;28.08.2016;16,1;9,6;4,6;6,4
Trondheim - Voll;SN68860;29.08.2016;15,2;9,8;3,3;1
Trondheim - Voll;SN68860;30.08.2016;14;9,4;3,1;3,4
Trondheim - Voll;SN68860;31.08.2016;18,6;12,7;4,4;4,1
Trondheim - Voll;SN68860;01.09.2016;15;10,5;5,9;4,9
Trondheim - Voll;SN68860;02.09.2016;13,9;9;5,5;8,1
Trondheim - Voll;SN68860;03.09.2016;13,9;8;2,9;1,8
Trondheim - Voll;SN68860;04.09.2016;12,4;8,6;5,8;6,6
Trondheim - Voll;SN68860;05.09.2016;13,7;5,4;4,1;0,1
Trondheim - Voll;SN68860;06.09.2016;19,7;9,9;3,9;0
Trondheim - Voll;SN68860;07.09.2016;14,5;11,2;8,4;3
Trondheim - Voll;SN68860;08.09.2016;16,3;9;4,3;0,2
Trondheim - Voll;SN68860;09.09.2016;17,4;11,7;3,9;0
Trondheim - Voll;SN68860;10.09.2016;19,2;9,4;-;7
Trondheim - Voll;SN68860;11.09.2016;13,2;9,5;-;10,3
Trondheim - Voll;SN68860;12.09.2016;16,5;8;-;10,4
Trondheim - Voll;SN68860;13.09.2016;18;9,4;-;0
Trondheim - Voll;SN68860;14.09.2016;18;11,8;-;0
Trondheim - Voll;SN68860;15.09.2016;15,3;9,4;-;3,8
Trondheim - Voll;SN68860;16.09.2016;19,1;9,3;3,1;0,1
Trondheim - Voll;SN68860;17.09.2016;14,9;10,8;3;0,1
Trondheim - Voll;SN68860;18.09.2016;18,8;10,8;2,9;0,9
Trondheim - Voll;SN68860;19.09.2016;15,3;9,4;3;0,2
Trondheim - Voll;SN68860;20.09.2016;17,1;10,9;2,7;0
Trondheim - Voll;SN68860;21.09.2016;17,2;12,7;2,7;0,1
Trondheim - Voll;SN68860;22.09.2016;17,1;12,6;2,4;0
Trondheim - Voll;SN68860;23.09.2016;16,1;10,9;5,7;0
Trondheim - Voll;SN68860;24.09.2016;14,8;6,9;2,8;1,5
Trondheim - Voll;SN68860;25.09.2016;18;9,8;4;0,7
Trondheim - Voll;SN68860;26.09.2016;16,8;9,2;5,5;0,2
Trondheim - Voll;SN68860;27.09.2016;15,1;6,9;6,8;1,1
Trondheim - Voll;SN68860;28.09.2016;15,4;8,2;8,5;0,2
Trondheim - Voll;SN68860;29.09.2016;11,3;6,8;5,9;4,7
Trondheim - Voll;SN68860;30.09.2016;12,1;5,7;8;11,6
Trondheim - Voll;SN68860;01.10.2016;8,9;5,6;6,2;4,5
Trondheim - Voll;SN68860;02.10.2016;9,6;4,5;4;2
Trondheim - Voll;SN68860;03.10.2016;9;-0,4;2,7;3,6
Trondheim - Voll;SN68860;04.10.2016;14,6;-0,2;3,2;0,1
Trondheim - Voll;SN68860;05.10.2016;9,3;1,7;2,6;0,3
Trondheim - Voll;SN68860;06.10.2016;8;-0,4;2,6;0,4
Trondheim - Voll;SN68860;07.10.2016;14,7;1,1;3;0,1
Trondheim - Voll;SN68860;08.10.2016;10,6;2,3;4;0,1
Trondheim - Voll;SN68860;09.10.2016;10,6;0,8;3,8;0
Trondheim - Voll;SN68860;10.10.2016;9,6;1,4;3,6;0,3
Trondheim - Voll;SN68860;11.10.2016;6,4;-1,4;3,4;0,3
Trondheim - Voll;SN68860;12.10.2016;4,2;-3,9;2,4;0,3
Trondheim - Voll;SN68860;13.10.2016;4,6;-3,3;2;0,2
Trondheim - Voll;SN68860;14.10.2016;7,1;-3,1;2,7;0,3
Trondheim - Voll;SN68860;15.10.2016;7,6;-0,4;3,6;0,3
Trondheim - Voll;SN68860;16.10.2016;10,8;-2,1;4,6;0,2
Trondheim - Voll;SN68860;17.10.2016;12,1;5,7;7,6;0,2
Trondheim - Voll;SN68860;18.10.2016;13,4;6,8;6;0,2
Trondheim - Voll;SN68860;19.10.2016;9,7;2,3;4;0,1
Trondheim - Voll;SN68860;20.10.2016;11,4;-0,2;4,6;0,3
Trondheim - Voll;SN68860;21.10.2016;7,4;2,9;6,3;0,2
Trondheim - Voll;SN68860;22.10.2016;6,4;1,2;4,8;0,2
Trondheim - Voll;SN68860;23.10.2016;6;1;4,4;0
Trondheim - Voll;SN68860;24.10.2016;8,3;0,8;4,3;0,3
Trondheim - Voll;SN68860;25.10.2016;7,1;0;3,2;0,2
Trondheim - Voll;SN68860;26.10.2016;8;-1,4;4;0,4
Trondheim - Voll;SN68860;27.10.2016;11,6;4,7;7,6;0,4
Trondheim - Voll;SN68860;28.10.2016;7,3;2,5;8,3;3,7
Trondheim - Voll;SN68860;29.10.2016;7,9;2,6;10,2;19,6
Trondheim - Voll;SN68860;30.10.2016;7,6;5,1;5,6;10,9
Trondheim - Voll;SN68860;31.10.2016;6,4;4,6;3,1;8,7
Trondheim - Voll;SN68860;01.11.2016;6,4;0,6;4;11,3
Trondheim - Voll;SN68860;02.11.2016;1,6;-2,5;2,9;6,2
Trondheim - Voll;SN68860;03.11.2016;-0,3;-3;3,4;0,1
Trondheim - Voll;SN68860;04.11.2016;-0,2;-1,6;3,8;2,5
Trondheim - Voll;SN68860;05.11.2016;0,8;-2;5,4;0,1
Trondheim - Voll;SN68860;06.11.2016;-1,4;-8,1;4,4;0,6
Trondheim - Voll;SN68860;07.11.2016;-5,6;-10,9;2,9;0,1
Trondheim - Voll;SN68860;08.11.2016;-4,2;-9,8;3,9;0
Trondheim - Voll;SN68860;09.11.2016;-1,4;-7;4,2;0,1
Trondheim - Voll;SN68860;10.11.2016;-1,7;-4,8;4,6;0,1
Trondheim - Voll;SN68860;11.11.2016;0,3;-6,5;4,2;0,1
Trondheim - Voll;SN68860;12.11.2016;3,1;-2,2;3,8;0,8
Trondheim - Voll;SN68860;13.11.2016;3;-0,5;1,9;0,4
Trondheim - Voll;SN68860;14.11.2016;5,8;-1,5;3,8;0,8
Trondheim - Voll;SN68860;15.11.2016;7,4;2,9;7,4;15,9
Trondheim - Voll;SN68860;16.11.2016;8,6;3,8;6,7;3,7
Trondheim - Voll;SN68860;17.11.2016;4,4;0,5;4,3;1
Trondheim - Voll;SN68860;18.11.2016;2,2;-3,3;4,5;0,3
Trondheim - Voll;SN68860;19.11.2016;3,2;-2,3;4,2;0
Trondheim - Voll;SN68860;20.11.2016;3,3;-1,6;6,2;0,3
Trondheim - Voll;SN68860;21.11.2016;3,8;-0,9;4,6;0,3
Trondheim - Voll;SN68860;22.11.2016;3,1;-1,3;3,8;0,5
Trondheim - Voll;SN68860;23.11.2016;2,3;0;3,6;9,5
Trondheim - Voll;SN68860;24.11.2016;2,6;0,6;6,1;4,3
Trondheim - Voll;SN68860;25.11.2016;8,9;1;5,2;14,3
Trondheim - Voll;SN68860;26.11.2016;8,8;0,5;10,7;31,8
Trondheim - Voll;SN68860;27.11.2016;4;-1;6,8;13,4
Trondheim - Voll;SN68860;28.11.2016;3,3;-0,4;5,9;0,1
Trondheim - Voll;SN68860;29.11.2016;5,6;2,3;6,8;2,9
Trondheim - Voll;SN68860;30.11.2016;3,1;0,5;9,1;8,2
Trondheim - Voll;SN68860;01.12.2016;2,1;-0,1;4,5;8,6
Trondheim - Voll;SN68860;02.12.2016;3,8;0,3;4,8;7,8
Trondheim - Voll;SN68860;03.12.2016;2,5;0,1;7,3;10
Trondheim - Voll;SN68860;04.12.2016;7,9;2,3;9,9;9
Trondheim - Voll;SN68860;05.12.2016;8;0,9;12,2;29,2
Trondheim - Voll;SN68860;06.12.2016;2,4;0,3;4,1;2,8
