Navn;Stasjon;Tid(norsk normaltid);Høyeste lufttrykk i havnivå (døgn);Laveste lufttrykk i havnivå (døgn)
Trondheim - Voll;SN68860;24.09.2021;1001;987,5
Trondheim - Voll;SN68860;25.09.2021;1011,7;990,9
Trondheim - Voll;SN68860;26.09.2021;1013,6;1011,6
Trondheim - Voll;SN68860;27.09.2021;1014,5;1011,9
Trondheim - Voll;SN68860;28.09.2021;1021,7;1011,2
Trondheim - Voll;SN68860;29.09.2021;1021,8;1019
Trondheim - Voll;SN68860;30.09.2021;1019,1;1011,9
Trondheim - Voll;SN68860;01.10.2021;1011,4;999
Trondheim - Voll;SN68860;02.10.2021;1005,2;999,6
Trondheim - Voll;SN68860;03.10.2021;1004,5;989,1
Trondheim - Voll;SN68860;04.10.2021;1004,2;990,6
Trondheim - Voll;SN68860;05.10.2021;1012,5;1004,2
Trondheim - Voll;SN68860;06.10.2021;1014;1011,3
Trondheim - Voll;SN68860;07.10.2021;1024,8;1014,5
Trondheim - Voll;SN68860;08.10.2021;1029,1;1020,8
Trondheim - Voll;SN68860;09.10.2021;1028,4;1020,2
Trondheim - Voll;SN68860;10.10.2021;1019,6;1009,8
Trondheim - Voll;SN68860;11.10.2021;1011,4;1007,3
Trondheim - Voll;SN68860;12.10.2021;1016,9;1011
Trondheim - Voll;SN68860;13.10.2021;1016,2;1001,1
Trondheim - Voll;SN68860;14.10.2021;1000,1;987,9
Trondheim - Voll;SN68860;15.10.2021;1002,5;992,4
Trondheim - Voll;SN68860;16.10.2021;1007,2;997,6
Trondheim - Voll;SN68860;17.10.2021;1018,6;1007,4
Trondheim - Voll;SN68860;18.10.2021;1023,2;1017,9
Trondheim - Voll;SN68860;19.10.2021;1016,8;989,1
Trondheim - Voll;SN68860;20.10.2021;987,5;972
Trondheim - Voll;SN68860;21.10.2021;976,3;971
Trondheim - Voll;SN68860;22.10.2021;1004,8;976,4
Trondheim - Voll;SN68860;23.10.2021;1017,6;1006,2
Trondheim - Voll;SN68860;24.10.2021;1013,4;1005
Trondheim - Voll;SN68860;25.10.2021;1005,3;1000,9
Trondheim - Voll;SN68860;26.10.2021;1003,6;1000,3
Trondheim - Voll;SN68860;27.10.2021;999,1;991,2
Trondheim - Voll;SN68860;28.10.2021;1000,1;998,3
Trondheim - Voll;SN68860;29.10.2021;999,8;996,8
Trondheim - Voll;SN68860;30.10.2021;1002,7;993,3
Trondheim - Voll;SN68860;31.10.2021;1001;993,7
Trondheim - Voll;SN68860;01.11.2021;999,2;989,5
Trondheim - Voll;SN68860;02.11.2021;998,3;990,1
Trondheim - Voll;SN68860;03.11.2021;1005,4;998,5
Trondheim - Voll;SN68860;04.11.2021;1008,8;1005,6
Trondheim - Voll;SN68860;05.11.2021;1005,8;1000,7
Trondheim - Voll;SN68860;06.11.2021;1006,4;1000,5
Trondheim - Voll;SN68860;07.11.2021;1013,6;999,1
Trondheim - Voll;SN68860;08.11.2021;1019,3;1010
Trondheim - Voll;SN68860;09.11.2021;1008,6;1002,5
Trondheim - Voll;SN68860;10.11.2021;1008;1000,9
Trondheim - Voll;SN68860;11.11.2021;1011,5;996,4
Trondheim - Voll;SN68860;12.11.2021;1018,5;1012,5
Trondheim - Voll;SN68860;13.11.2021;1029,4;1017,5
Trondheim - Voll;SN68860;14.11.2021;1030,5;1024,9
Trondheim - Voll;SN68860;15.11.2021;1024,4;1018,4
Trondheim - Voll;SN68860;16.11.2021;1017,5;1000,7
Trondheim - Voll;SN68860;17.11.2021;1002,6;997,6
Trondheim - Voll;SN68860;18.11.2021;1002,9;999,8
Trondheim - Voll;SN68860;19.11.2021;1005,2;988,2
Trondheim - Voll;SN68860;20.11.2021;1005,8;1000,4
Trondheim - Voll;SN68860;21.11.2021;1016,6;1004,4
Trondheim - Voll;SN68860;22.11.2021;1015,6;1005,3
Trondheim - Voll;SN68860;23.11.2021;1015,7;1005,3
Trondheim - Voll;SN68860;24.11.2021;1007,9;998,7
Trondheim - Voll;SN68860;25.11.2021;1001,7;995,1
Trondheim - Voll;SN68860;26.11.2021;1001;993,3
Trondheim - Voll;SN68860;27.11.2021;1006,6;1001,3
Trondheim - Voll;SN68860;28.11.2021;1008,7;1006
Trondheim - Voll;SN68860;29.11.2021;1008,6;992,1
Trondheim - Voll;SN68860;30.11.2021;995,8;991
Trondheim - Voll;SN68860;01.12.2021;994,3;991,6
Trondheim - Voll;SN68860;02.12.2021;1001,5;991,7
Trondheim - Voll;SN68860;03.12.2021;1001,4;996,1
Trondheim - Voll;SN68860;04.12.2021;1011,4;996,1
Trondheim - Voll;SN68860;05.12.2021;1021,2;1012,1
Trondheim - Voll;SN68860;06.12.2021;1020,3;1010,1
Trondheim - Voll;SN68860;07.12.2021;1009,7;1008
Trondheim - Voll;SN68860;08.12.2021;1008,6;1007,7
Trondheim - Voll;SN68860;09.12.2021;1008,4;1002,9
Trondheim - Voll;SN68860;10.12.2021;1008,8;1001,1
Trondheim - Voll;SN68860;11.12.2021;1009,9;1009
Trondheim - Voll;SN68860;12.12.2021;1013,7;1007,4
Trondheim - Voll;SN68860;13.12.2021;1014,1;1005,4
Trondheim - Voll;SN68860;14.12.2021;1008,3;998,8
Trondheim - Voll;SN68860;15.12.2021;1006,1;1000,3
Trondheim - Voll;SN68860;16.12.2021;1029,6;1006,5
Trondheim - Voll;SN68860;17.12.2021;1030;1027,1
Trondheim - Voll;SN68860;18.12.2021;1026,9;1018,3
Trondheim - Voll;SN68860;19.12.2021;1027,4;1020,7
Trondheim - Voll;SN68860;20.12.2021;1028,7;1024,4
Trondheim - Voll;SN68860;21.12.2021;1024;1018,4
Trondheim - Voll;SN68860;22.12.2021;1019,3;1016,1
Trondheim - Voll;SN68860;23.12.2021;1015,5;1000,7
Trondheim - Voll;SN68860;24.12.2021;1008,3;1003,9
Trondheim - Voll;SN68860;25.12.2021;1007;1004,7
Trondheim - Voll;SN68860;26.12.2021;1007,6;1006,6
Trondheim - Voll;SN68860;27.12.2021;1007,9;1002,2
Trondheim - Voll;SN68860;28.12.2021;1001,6;998,7
Trondheim - Voll;SN68860;29.12.2021;1000,6;996,8
Trondheim - Voll;SN68860;30.12.2021;996,4;987,3
Trondheim - Voll;SN68860;31.12.2021;1009,9;995,1
Data er gyldig per 16.11.2022 (CC BY 4.0), Meteorologisk institutt (MET);;;;
