Navn;Stasjon;Tid(norsk normaltid);Høyeste lufttrykk i havnivå (døgn);Laveste lufttrykk i havnivå (døgn)
Trondheim - Voll;SN68860;01.01.2015;1008,8;984,5
Trondheim - Voll;SN68860;02.01.2015;987,5;979,5
Trondheim - Voll;SN68860;03.01.2015;1003,3;988,6
Trondheim - Voll;SN68860;04.01.2015;1018,2;1004,5
Trondheim - Voll;SN68860;05.01.2015;1020,4;1017,5
Trondheim - Voll;SN68860;06.01.2015;1017,2;1001,9
Trondheim - Voll;SN68860;07.01.2015;1009,5;993,4
Trondheim - Voll;SN68860;08.01.2015;994,6;987,7
Trondheim - Voll;SN68860;09.01.2015;994,4;990,7
Trondheim - Voll;SN68860;10.01.2015;990,3;964,8
Trondheim - Voll;SN68860;11.01.2015;993,6;976,6
Trondheim - Voll;SN68860;12.01.2015;992,2;971
Trondheim - Voll;SN68860;13.01.2015;978,7;971,6
Trondheim - Voll;SN68860;14.01.2015;986,3;978,1
Trondheim - Voll;SN68860;15.01.2015;987,4;975
Trondheim - Voll;SN68860;16.01.2015;979,1;971,1
Trondheim - Voll;SN68860;17.01.2015;998,4;980
Trondheim - Voll;SN68860;18.01.2015;1013,8;999
Trondheim - Voll;SN68860;19.01.2015;1020,1;1014,1
Trondheim - Voll;SN68860;20.01.2015;1023,3;1020
Trondheim - Voll;SN68860;21.01.2015;1025,9;1023,3
Trondheim - Voll;SN68860;22.01.2015;1025,4;1021,5
Trondheim - Voll;SN68860;23.01.2015;1021,3;1001,2
Trondheim - Voll;SN68860;24.01.2015;1009;996,7
Trondheim - Voll;SN68860;25.01.2015;1015;1001
Trondheim - Voll;SN68860;26.01.2015;1006;1000,1
Trondheim - Voll;SN68860;27.01.2015;1007;991,9
Trondheim - Voll;SN68860;28.01.2015;990,8;965,4
Trondheim - Voll;SN68860;29.01.2015;964,5;960,8
Trondheim - Voll;SN68860;30.01.2015;979,4;963,4
Trondheim - Voll;SN68860;31.01.2015;990,1;979,6
Trondheim - Voll;SN68860;01.02.2015;991,1;989,8
Trondheim - Voll;SN68860;02.02.2015;999,5;990,6
Trondheim - Voll;SN68860;03.02.2015;1012,1;999,8
Trondheim - Voll;SN68860;04.02.2015;1021,4;1012,6
Trondheim - Voll;SN68860;05.02.2015;1021,5;1019,6
Trondheim - Voll;SN68860;06.02.2015;1023,4;1014,7
Trondheim - Voll;SN68860;07.02.2015;1015,2;1004,3
Trondheim - Voll;SN68860;08.02.2015;1018,2;1005,7
Trondheim - Voll;SN68860;09.02.2015;1011,2;1007,7
Trondheim - Voll;SN68860;10.02.2015;1011,7;1010,4
Trondheim - Voll;SN68860;11.02.2015;1011,1;1005,2
Trondheim - Voll;SN68860;12.02.2015;1015,9;1004,4
Trondheim - Voll;SN68860;13.02.2015;1015,6;1010,2
Trondheim - Voll;SN68860;14.02.2015;1024,3;1012,2
Trondheim - Voll;SN68860;15.02.2015;1025,9;1022,3
Trondheim - Voll;SN68860;16.02.2015;1021,4;1013
Trondheim - Voll;SN68860;17.02.2015;1012,8;1004,8
Trondheim - Voll;SN68860;18.02.2015;1015;1003,2
Trondheim - Voll;SN68860;19.02.2015;1002,7;994
Trondheim - Voll;SN68860;20.02.2015;993,1;986,6
Trondheim - Voll;SN68860;21.02.2015;988,7;984,4
Trondheim - Voll;SN68860;22.02.2015;990,8;988,4
Trondheim - Voll;SN68860;23.02.2015;987,4;974,7
Trondheim - Voll;SN68860;24.02.2015;990;979,7
Trondheim - Voll;SN68860;25.02.2015;1009,1;990,2
Trondheim - Voll;SN68860;26.02.2015;1008,8;997,8
Trondheim - Voll;SN68860;27.02.2015;1001,8;999,5
Trondheim - Voll;SN68860;28.02.2015;1002,2;987,9
Trondheim - Voll;SN68860;01.03.2015;986,9;973,3
Trondheim - Voll;SN68860;02.03.2015;993,4;976,2
Trondheim - Voll;SN68860;03.03.2015;1001,9;994,2
Trondheim - Voll;SN68860;04.03.2015;1017,9;1002,3
Trondheim - Voll;SN68860;05.03.2015;1021;1008,5
Trondheim - Voll;SN68860;06.03.2015;1017,8;1001,7
Trondheim - Voll;SN68860;07.03.2015;1000,1;988,3
Trondheim - Voll;SN68860;08.03.2015;1006,5;992,6
Trondheim - Voll;SN68860;09.03.2015;1015;1003,3
Trondheim - Voll;SN68860;10.03.2015;1017,5;990
Trondheim - Voll;SN68860;11.03.2015;1029,2;1019
Trondheim - Voll;SN68860;12.03.2015;1033,9;1019,4
Trondheim - Voll;SN68860;13.03.2015;1040,5;1027,6
Trondheim - Voll;SN68860;14.03.2015;1044,6;1041,3
Trondheim - Voll;SN68860;15.03.2015;1044,8;1041,2
Trondheim - Voll;SN68860;16.03.2015;1042,1;1039,3
Trondheim - Voll;SN68860;17.03.2015;1039,5;1034,7
Trondheim - Voll;SN68860;18.03.2015;1034,8;1028
Trondheim - Voll;SN68860;19.03.2015;1027,8;1024,6
Trondheim - Voll;SN68860;20.03.2015;1024,7;1019,3
Trondheim - Voll;SN68860;21.03.2015;1029,1;1021,2
Trondheim - Voll;SN68860;22.03.2015;1020,1;1000
Trondheim - Voll;SN68860;23.03.2015;998,5;987
Trondheim - Voll;SN68860;24.03.2015;1017,6;998,3
Trondheim - Voll;SN68860;25.03.2015;1018,8;1016,4
Trondheim - Voll;SN68860;26.03.2015;1016,9;1006,8
Trondheim - Voll;SN68860;27.03.2015;1009,4;1007,2
Trondheim - Voll;SN68860;28.03.2015;1009,4;987
Trondheim - Voll;SN68860;29.03.2015;986;981,7
Trondheim - Voll;SN68860;30.03.2015;987,2;982,7
Trondheim - Voll;SN68860;31.03.2015;985,9;981,9
Trondheim - Voll;SN68860;01.04.2015;999,6;986,4
Trondheim - Voll;SN68860;02.04.2015;1011,8;1000,2
Trondheim - Voll;SN68860;03.04.2015;1021,5;1012,5
Trondheim - Voll;SN68860;04.04.2015;1023;1021,8
Trondheim - Voll;SN68860;05.04.2015;1022,6;1020,4
Trondheim - Voll;SN68860;06.04.2015;1024,1;1016,4
Trondheim - Voll;SN68860;07.04.2015;1018,5;1016,4
Trondheim - Voll;SN68860;08.04.2015;1027;1019,2
Trondheim - Voll;SN68860;09.04.2015;1018,5;1009,8
Trondheim - Voll;SN68860;10.04.2015;1013,1;1004,8
Trondheim - Voll;SN68860;11.04.2015;1011,1;998,4
Trondheim - Voll;SN68860;12.04.2015;1004;1001,9
Trondheim - Voll;SN68860;13.04.2015;1019,8;1004,4
Trondheim - Voll;SN68860;14.04.2015;1017,5;999,9
Trondheim - Voll;SN68860;15.04.2015;1001,1;997,1
Trondheim - Voll;SN68860;16.04.2015;1015,2;1000
Trondheim - Voll;SN68860;17.04.2015;1028,5;1015,9
Trondheim - Voll;SN68860;18.04.2015;1030,3;1025,8
Trondheim - Voll;SN68860;19.04.2015;1031,6;1030,1
Trondheim - Voll;SN68860;20.04.2015;1031,3;1030,2
Trondheim - Voll;SN68860;21.04.2015;1030,4;1025,3
Trondheim - Voll;SN68860;22.04.2015;1025,7;1004,7
Trondheim - Voll;SN68860;23.04.2015;1005,8;1002,6
Trondheim - Voll;SN68860;24.04.2015;1004;1001,3
Trondheim - Voll;SN68860;25.04.2015;1002,9;987,1
Trondheim - Voll;SN68860;26.04.2015;1001,9;989,2
Trondheim - Voll;SN68860;27.04.2015;1005,6;1002,3
Trondheim - Voll;SN68860;28.04.2015;1011,4;1005,9
Trondheim - Voll;SN68860;29.04.2015;1010,9;1007,6
Trondheim - Voll;SN68860;30.04.2015;1009,3;1006,3
Trondheim - Voll;SN68860;01.05.2015;1013,2;1008,5
Trondheim - Voll;SN68860;02.05.2015;1013,9;1012,9
Trondheim - Voll;SN68860;03.05.2015;1014,1;1011,7
Trondheim - Voll;SN68860;04.05.2015;1011,3;1003,1
Trondheim - Voll;SN68860;05.05.2015;1006,1;996,9
Trondheim - Voll;SN68860;06.05.2015;1000,2;993,5
Trondheim - Voll;SN68860;07.05.2015;1002,7;996,9
Trondheim - Voll;SN68860;08.05.2015;1013,4;1003,3
Trondheim - Voll;SN68860;09.05.2015;1014,5;1011,7
Trondheim - Voll;SN68860;10.05.2015;1018,9;1012,6
Trondheim - Voll;SN68860;11.05.2015;1016,8;1002,3
Trondheim - Voll;SN68860;12.05.2015;1002,6;1000,5
Trondheim - Voll;SN68860;13.05.2015;1012,4;1002
Trondheim - Voll;SN68860;14.05.2015;1016,7;1012,5
Trondheim - Voll;SN68860;15.05.2015;1017,3;1011,9
Trondheim - Voll;SN68860;16.05.2015;1011,2;1003,3
Trondheim - Voll;SN68860;17.05.2015;1009,7;1008,6
Trondheim - Voll;SN68860;18.05.2015;1009,7;1005,1
Trondheim - Voll;SN68860;19.05.2015;1004,8;1000
Trondheim - Voll;SN68860;20.05.2015;1012,5;1000,5
Trondheim - Voll;SN68860;21.05.2015;1014,5;1008,7
Trondheim - Voll;SN68860;22.05.2015;1007,8;1002,8
Trondheim - Voll;SN68860;23.05.2015;1015,5;1004,1
Trondheim - Voll;SN68860;24.05.2015;1014,6;1005,4
Trondheim - Voll;SN68860;25.05.2015;1011,1;1007,1
Trondheim - Voll;SN68860;26.05.2015;1011,2;1010,5
Trondheim - Voll;SN68860;27.05.2015;1011,3;1009,8
Trondheim - Voll;SN68860;28.05.2015;1009,5;996,6
Trondheim - Voll;SN68860;29.05.2015;1002,3;995,1
Trondheim - Voll;SN68860;30.05.2015;1004,1;1002,6
Trondheim - Voll;SN68860;31.05.2015;1002;997,3
Trondheim - Voll;SN68860;01.06.2015;1000,7;987,2
Trondheim - Voll;SN68860;02.06.2015;1002;986,1
Trondheim - Voll;SN68860;03.06.2015;1009;986,4
Trondheim - Voll;SN68860;04.06.2015;1021,6;1009,2
Trondheim - Voll;SN68860;05.06.2015;1023,7;1015,5
Trondheim - Voll;SN68860;06.06.2015;1014;1004,3
Trondheim - Voll;SN68860;07.06.2015;1022,3;1007,7
Trondheim - Voll;SN68860;08.06.2015;1031,2;1022,9
Trondheim - Voll;SN68860;09.06.2015;1030,8;1022,5
Trondheim - Voll;SN68860;10.06.2015;1021,8;1017,4
Trondheim - Voll;SN68860;11.06.2015;1017,6;1013,2
Trondheim - Voll;SN68860;12.06.2015;1012,6;1008,4
Trondheim - Voll;SN68860;13.06.2015;1009,6;1007,3
Trondheim - Voll;SN68860;14.06.2015;1007;1005,3
Trondheim - Voll;SN68860;15.06.2015;1016,9;1007
Trondheim - Voll;SN68860;16.06.2015;1021,3;1017,1
Trondheim - Voll;SN68860;17.06.2015;1018,2;1003,9
Trondheim - Voll;SN68860;18.06.2015;1009,3;1004,1
Trondheim - Voll;SN68860;19.06.2015;1016,9;1009,6
Trondheim - Voll;SN68860;20.06.2015;1017,8;1015
Trondheim - Voll;SN68860;21.06.2015;1015,2;1010,9
Trondheim - Voll;SN68860;22.06.2015;1011,4;1008,3
Trondheim - Voll;SN68860;23.06.2015;1010,6;1009,7
Trondheim - Voll;SN68860;24.06.2015;1011,5;1009,6
Trondheim - Voll;SN68860;25.06.2015;1015,4;1011,5
Trondheim - Voll;SN68860;26.06.2015;1017,9;1015,6
Trondheim - Voll;SN68860;27.06.2015;1015,8;1012,7
Trondheim - Voll;SN68860;28.06.2015;1014,5;1011,7
Trondheim - Voll;SN68860;29.06.2015;1017,5;1011,2
Trondheim - Voll;SN68860;30.06.2015;1022,6;1017,6
Trondheim - Voll;SN68860;01.07.2015;1024;1020,9
Trondheim - Voll;SN68860;02.07.2015;1023,7;1018,4
Trondheim - Voll;SN68860;03.07.2015;1025,8;1019,5
Trondheim - Voll;SN68860;04.07.2015;1026,8;1021,8
Trondheim - Voll;SN68860;05.07.2015;1021,7;1011,7
Trondheim - Voll;SN68860;06.07.2015;1010,9;999
Trondheim - Voll;SN68860;07.07.2015;1004,7;998,5
Trondheim - Voll;SN68860;08.07.2015;1001,7;998,1
Trondheim - Voll;SN68860;09.07.2015;1011,8;1002
Trondheim - Voll;SN68860;10.07.2015;1020,2;1012,2
Trondheim - Voll;SN68860;11.07.2015;1019,9;1012,7
Trondheim - Voll;SN68860;12.07.2015;1012,6;1006,6
Trondheim - Voll;SN68860;13.07.2015;1011,3;1006,9
Trondheim - Voll;SN68860;14.07.2015;1013,8;1011,3
Trondheim - Voll;SN68860;15.07.2015;1014,9;1013,8
Trondheim - Voll;SN68860;16.07.2015;1019,4;1014,8
Trondheim - Voll;SN68860;17.07.2015;1019,6;1007,1
Trondheim - Voll;SN68860;18.07.2015;1005,8;997,7
Trondheim - Voll;SN68860;19.07.2015;1004,9;999
Trondheim - Voll;SN68860;20.07.2015;1009,2;1004,9
Trondheim - Voll;SN68860;21.07.2015;1008,6;999,8
Trondheim - Voll;SN68860;22.07.2015;1007,3;1001,3
Trondheim - Voll;SN68860;23.07.2015;1008,2;1006,3
Trondheim - Voll;SN68860;24.07.2015;1010,6;1007,2
Trondheim - Voll;SN68860;25.07.2015;1012,5;1009
Trondheim - Voll;SN68860;26.07.2015;1008,6;995,6
Trondheim - Voll;SN68860;27.07.2015;1001,1;995
Trondheim - Voll;SN68860;28.07.2015;1003;1001,4
Trondheim - Voll;SN68860;29.07.2015;1003,8;1001,9
Trondheim - Voll;SN68860;30.07.2015;1006,7;1003,5
Trondheim - Voll;SN68860;31.07.2015;1014,3;1006,9
Trondheim - Voll;SN68860;01.08.2015;1015,2;1012,2
Trondheim - Voll;SN68860;02.08.2015;1020,4;1011,1
Trondheim - Voll;SN68860;03.08.2015;1021,2;1017,9
Trondheim - Voll;SN68860;04.08.2015;1017,8;1010,7
Trondheim - Voll;SN68860;05.08.2015;1014,5;1009,5
Trondheim - Voll;SN68860;06.08.2015;1015,4;1012,1
Trondheim - Voll;SN68860;07.08.2015;1017,7;1011,1
Trondheim - Voll;SN68860;08.08.2015;1019,4;1016,8
Trondheim - Voll;SN68860;09.08.2015;1018,9;1013,1
Trondheim - Voll;SN68860;10.08.2015;1014,8;1013,5
Trondheim - Voll;SN68860;11.08.2015;1018,4;1007,9
Trondheim - Voll;SN68860;12.08.2015;1023,9;1018,8
Trondheim - Voll;SN68860;13.08.2015;1024,5;1021,8
Trondheim - Voll;SN68860;14.08.2015;1021,6;1013,2
Trondheim - Voll;SN68860;15.08.2015;1014,7;1011,8
Trondheim - Voll;SN68860;16.08.2015;1021,7;1015,4
Trondheim - Voll;SN68860;17.08.2015;1023,7;1022
Trondheim - Voll;SN68860;18.08.2015;1024;1020,1
Trondheim - Voll;SN68860;19.08.2015;1023,1;1020,6
Trondheim - Voll;SN68860;20.08.2015;1024,7;1022,2
Trondheim - Voll;SN68860;21.08.2015;1023,3;1020,6
Trondheim - Voll;SN68860;22.08.2015;1024,3;1021,7
Trondheim - Voll;SN68860;23.08.2015;1025,2;1020,3
Trondheim - Voll;SN68860;24.08.2015;1020,8;1013,7
Trondheim - Voll;SN68860;25.08.2015;1013,4;1002,3
Trondheim - Voll;SN68860;26.08.2015;1002,4;1000,3
Trondheim - Voll;SN68860;27.08.2015;1001;995,6
Trondheim - Voll;SN68860;28.08.2015;1006,4;995,6
Trondheim - Voll;SN68860;29.08.2015;1012,6;1006,7
Trondheim - Voll;SN68860;30.08.2015;1017,7;1012,8
Trondheim - Voll;SN68860;31.08.2015;1019,4;1017,5
Trondheim - Voll;SN68860;01.09.2015;1019,2;1017,2
Trondheim - Voll;SN68860;02.09.2015;1017;1014,3
Trondheim - Voll;SN68860;03.09.2015;1014,9;1010,4
Trondheim - Voll;SN68860;04.09.2015;1010,1;1001,5
Trondheim - Voll;SN68860;05.09.2015;1014,1;1001,7
Trondheim - Voll;SN68860;06.09.2015;1019,5;1014,3
Trondheim - Voll;SN68860;07.09.2015;1024,9;1017,7
Trondheim - Voll;SN68860;08.09.2015;1029,6;1024,3
Trondheim - Voll;SN68860;09.09.2015;1031,7;1029,4
Trondheim - Voll;SN68860;10.09.2015;1032,9;1030,6
Trondheim - Voll;SN68860;11.09.2015;1031,9;1027,2
Trondheim - Voll;SN68860;12.09.2015;1028,4;1021,8
Trondheim - Voll;SN68860;13.09.2015;1021;1015
Trondheim - Voll;SN68860;14.09.2015;1015,2;1009,1
Trondheim - Voll;SN68860;15.09.2015;1008,8;999
Trondheim - Voll;SN68860;16.09.2015;1002,3;999,6
Trondheim - Voll;SN68860;17.09.2015;1001,9;989,6
Trondheim - Voll;SN68860;18.09.2015;1003,5;990
Trondheim - Voll;SN68860;19.09.2015;1015,7;1003,9
Trondheim - Voll;SN68860;20.09.2015;1018,2;1015,9
Trondheim - Voll;SN68860;21.09.2015;1016,4;1006,3
Trondheim - Voll;SN68860;22.09.2015;1005,8;1001,9
Trondheim - Voll;SN68860;23.09.2015;1006,2;1002,4
Trondheim - Voll;SN68860;24.09.2015;1006,2;1001,2
Trondheim - Voll;SN68860;25.09.2015;1013;999,4
Trondheim - Voll;SN68860;26.09.2015;1025,6;1013,3
Trondheim - Voll;SN68860;27.09.2015;1037,1;1025,9
Trondheim - Voll;SN68860;28.09.2015;1038,6;1034,3
Trondheim - Voll;SN68860;29.09.2015;1033,6;1028,3
Trondheim - Voll;SN68860;30.09.2015;1031,8;1022
Trondheim - Voll;SN68860;01.10.2015;1022,2;1007,3
Trondheim - Voll;SN68860;02.10.2015;1013,9;1003,2
Trondheim - Voll;SN68860;03.10.2015;1015,3;1009
Trondheim - Voll;SN68860;04.10.2015;1019,9;1009,5
Trondheim - Voll;SN68860;05.10.2015;1021;1018,1
Trondheim - Voll;SN68860;06.10.2015;1020,7;1018
Trondheim - Voll;SN68860;07.10.2015;1021;1019,8
Trondheim - Voll;SN68860;08.10.2015;1022,6;1019,5
Trondheim - Voll;SN68860;09.10.2015;1026,9;1022,9
Trondheim - Voll;SN68860;10.10.2015;1029,6;1026,8
Trondheim - Voll;SN68860;11.10.2015;1030,2;1028,6
Trondheim - Voll;SN68860;12.10.2015;1028,6;1027,1
Trondheim - Voll;SN68860;13.10.2015;1028,9;1027,9
Trondheim - Voll;SN68860;14.10.2015;1029,3;1026,9
Trondheim - Voll;SN68860;15.10.2015;1027,9;1026,9
Trondheim - Voll;SN68860;16.10.2015;1027,7;1025
Trondheim - Voll;SN68860;17.10.2015;1025,7;1024,1
Trondheim - Voll;SN68860;18.10.2015;1025,2;1024
Trondheim - Voll;SN68860;19.10.2015;1024,8;1020,9
Trondheim - Voll;SN68860;20.10.2015;1020,3;1012,4
Trondheim - Voll;SN68860;21.10.2015;1011;990,4
Trondheim - Voll;SN68860;22.10.2015;992,2;983,6
Trondheim - Voll;SN68860;23.10.2015;1010,3;990,8
Trondheim - Voll;SN68860;24.10.2015;1006;994
Trondheim - Voll;SN68860;25.10.2015;1016,6;999,2
Trondheim - Voll;SN68860;26.10.2015;1017;1014,5
Trondheim - Voll;SN68860;27.10.2015;1025,6;1018,5
Trondheim - Voll;SN68860;28.10.2015;1024,2;1022,1
Trondheim - Voll;SN68860;29.10.2015;1024,1;1018,9
Trondheim - Voll;SN68860;30.10.2015;1028,4;1021,4
Trondheim - Voll;SN68860;31.10.2015;1023,1;1011,5
Trondheim - Voll;SN68860;01.11.2015;1015,8;1012,1
Trondheim - Voll;SN68860;02.11.2015;1016,3;1011,1
Trondheim - Voll;SN68860;03.11.2015;1015,8;1010,9
Trondheim - Voll;SN68860;04.11.2015;1020,6;1011,6
Trondheim - Voll;SN68860;05.11.2015;1020,3;1015,9
Trondheim - Voll;SN68860;06.11.2015;1016,1;1007,4
Trondheim - Voll;SN68860;07.11.2015;1008;1001,5
Trondheim - Voll;SN68860;08.11.2015;1014,3;997,5
Trondheim - Voll;SN68860;09.11.2015;994,4;985,9
Trondheim - Voll;SN68860;10.11.2015;996,1;988,2
Trondheim - Voll;SN68860;11.11.2015;1002,5;996,6
Trondheim - Voll;SN68860;12.11.2015;1009,4;1001,1
Trondheim - Voll;SN68860;13.11.2015;1006,7;993,4
Trondheim - Voll;SN68860;14.11.2015;993,6;988,6
Trondheim - Voll;SN68860;15.11.2015;1005,2;990,9
Trondheim - Voll;SN68860;16.11.2015;1004,4;986,7
Trondheim - Voll;SN68860;17.11.2015;990,1;986,1
Trondheim - Voll;SN68860;18.11.2015;995,9;987,6
Trondheim - Voll;SN68860;19.11.2015;999,6;994
Trondheim - Voll;SN68860;20.11.2015;1000,9;998,1
Trondheim - Voll;SN68860;21.11.2015;1006,6;1000,4
Trondheim - Voll;SN68860;22.11.2015;1010,5;1007,1
Trondheim - Voll;SN68860;23.11.2015;1009,7;998,8
Trondheim - Voll;SN68860;24.11.2015;997,9;991,1
Trondheim - Voll;SN68860;25.11.2015;999,6;989,7
Trondheim - Voll;SN68860;26.11.2015;1002;987,3
Trondheim - Voll;SN68860;27.11.2015;990,6;980,6
Trondheim - Voll;SN68860;28.11.2015;986;981
Trondheim - Voll;SN68860;29.11.2015;979,9;973,8
Trondheim - Voll;SN68860;30.11.2015;989,9;975,1
Trondheim - Voll;SN68860;01.12.2015;1010,5;990,4
Trondheim - Voll;SN68860;02.12.2015;1010,8;996,6
Trondheim - Voll;SN68860;03.12.2015;1010,8;1006,1
Trondheim - Voll;SN68860;04.12.2015;1006,3;993
Trondheim - Voll;SN68860;05.12.2015;990,8;976,1
Trondheim - Voll;SN68860;06.12.2015;990,3;977,7
Trondheim - Voll;SN68860;07.12.2015;1028,4;993,2
Trondheim - Voll;SN68860;08.12.2015;1026,9;1004,5
Trondheim - Voll;SN68860;09.12.2015;1009,9;1000,3
Trondheim - Voll;SN68860;10.12.2015;997,7;990,8
Trondheim - Voll;SN68860;11.12.2015;995,1;992,3
Trondheim - Voll;SN68860;12.12.2015;1010,3;995,3
Trondheim - Voll;SN68860;13.12.2015;1017,6;1010,1
Trondheim - Voll;SN68860;14.12.2015;1019,2;1017,8
Trondheim - Voll;SN68860;15.12.2015;1023,4;1019,9
Trondheim - Voll;SN68860;16.12.2015;1023;1010,3
Trondheim - Voll;SN68860;17.12.2015;1009,5;995,8
Trondheim - Voll;SN68860;18.12.2015;995,9;990,5
Trondheim - Voll;SN68860;19.12.2015;1001,8;991,3
Trondheim - Voll;SN68860;20.12.2015;992,6;988,2
Trondheim - Voll;SN68860;21.12.2015;987,9;984,3
Trondheim - Voll;SN68860;22.12.2015;994;985,3
Trondheim - Voll;SN68860;23.12.2015;997,4;988,2
Trondheim - Voll;SN68860;24.12.2015;999,8;983,7
Trondheim - Voll;SN68860;25.12.2015;1007,5;981,9
Trondheim - Voll;SN68860;26.12.2015;1020,6;1007,9
Trondheim - Voll;SN68860;27.12.2015;1025,3;1015,9
Trondheim - Voll;SN68860;28.12.2015;1031,8;1026,1
Trondheim - Voll;SN68860;29.12.2015;1027,6;1022,1
Trondheim - Voll;SN68860;30.12.2015;1022,1;1008,4
Trondheim - Voll;SN68860;31.12.2015;1012,5;1008,2
Trondheim - Voll;SN68860;01.01.2016;1028;1012,3
Trondheim - Voll;SN68860;02.01.2016;1032,3;1028
Trondheim - Voll;SN68860;03.01.2016;1030;1012,5
Trondheim - Voll;SN68860;04.01.2016;1012;1005,8
Trondheim - Voll;SN68860;05.01.2016;1013,2;1006,5
Trondheim - Voll;SN68860;06.01.2016;1014;1012,4
Trondheim - Voll;SN68860;07.01.2016;1012,5;1007,5
Trondheim - Voll;SN68860;08.01.2016;1010,9;1006,9
Trondheim - Voll;SN68860;09.01.2016;1012,2;1009,6
Trondheim - Voll;SN68860;10.01.2016;1009,4;995,7
Trondheim - Voll;SN68860;11.01.2016;997,3;993,7
Trondheim - Voll;SN68860;12.01.2016;1005,6;997,2
Trondheim - Voll;SN68860;13.01.2016;1009,1;1005,9
Trondheim - Voll;SN68860;14.01.2016;1010,9;1008,8
Trondheim - Voll;SN68860;15.01.2016;1021,4;1011,1
Trondheim - Voll;SN68860;16.01.2016;1024,9;1018,2
Trondheim - Voll;SN68860;17.01.2016;1024,5;1009,3
Trondheim - Voll;SN68860;18.01.2016;1008,9;1006,2
Trondheim - Voll;SN68860;19.01.2016;1009,8;1006,7
Trondheim - Voll;SN68860;20.01.2016;1017,2;1010,1
Trondheim - Voll;SN68860;21.01.2016;1022,3;1017,7
Trondheim - Voll;SN68860;22.01.2016;1022,5;1011,6
Trondheim - Voll;SN68860;23.01.2016;1017,1;1011
Trondheim - Voll;SN68860;24.01.2016;1016,7;1014
Trondheim - Voll;SN68860;25.01.2016;1013,7;992,8
Trondheim - Voll;SN68860;26.01.2016;997,8;979,8
Trondheim - Voll;SN68860;27.01.2016;990,7;979,2
Trondheim - Voll;SN68860;28.01.2016;994,7;988,3
Trondheim - Voll;SN68860;29.01.2016;992,9;959,3
Trondheim - Voll;SN68860;30.01.2016;975,1;967,6
Trondheim - Voll;SN68860;31.01.2016;988,5;976,1
Trondheim - Voll;SN68860;01.02.2016;989,9;972,2
Trondheim - Voll;SN68860;02.02.2016;984,9;972,5
Trondheim - Voll;SN68860;03.02.2016;997,3;985,5
Trondheim - Voll;SN68860;04.02.2016;1007,6;997,3
Trondheim - Voll;SN68860;05.02.2016;1009,3;998,1
Trondheim - Voll;SN68860;06.02.2016;997;989
Trondheim - Voll;SN68860;07.02.2016;992,1;976,6
Trondheim - Voll;SN68860;08.02.2016;976,5;970,7
Trondheim - Voll;SN68860;09.02.2016;980,2;971
Trondheim - Voll;SN68860;10.02.2016;997,1;981
Trondheim - Voll;SN68860;11.02.2016;1008,1;997,8
Trondheim - Voll;SN68860;12.02.2016;1008,3;1002,9
Trondheim - Voll;SN68860;13.02.2016;1002,2;999,2
Trondheim - Voll;SN68860;14.02.2016;1009,1;1000,5
Trondheim - Voll;SN68860;15.02.2016;1025,5;1009,7
Trondheim - Voll;SN68860;16.02.2016;1026,5;1010,6
Trondheim - Voll;SN68860;17.02.2016;1012,5;1010,7
Trondheim - Voll;SN68860;18.02.2016;1012,1;1007
Trondheim - Voll;SN68860;19.02.2016;1008,9;998
Trondheim - Voll;SN68860;20.02.2016;995,5;981,6
Trondheim - Voll;SN68860;21.02.2016;982,2;979,7
Trondheim - Voll;SN68860;22.02.2016;992,9;981,2
Trondheim - Voll;SN68860;23.02.2016;999,1;992,9
Trondheim - Voll;SN68860;24.02.2016;999,9;998,7
Trondheim - Voll;SN68860;25.02.2016;999,5;998,1
Trondheim - Voll;SN68860;26.02.2016;1005,2;998,4
Trondheim - Voll;SN68860;27.02.2016;1012,8;1005,1
Trondheim - Voll;SN68860;28.02.2016;1023,9;1012,7
Trondheim - Voll;SN68860;29.02.2016;1024,2;1017,6
Trondheim - Voll;SN68860;01.03.2016;1017,2;994
Trondheim - Voll;SN68860;02.03.2016;999;992,4
Trondheim - Voll;SN68860;03.03.2016;1003,2;997,8
Trondheim - Voll;SN68860;04.03.2016;1006,7;1003
Trondheim - Voll;SN68860;05.03.2016;1006,9;1001,6
Trondheim - Voll;SN68860;06.03.2016;1006,7;1003,4
Trondheim - Voll;SN68860;07.03.2016;1007,8;1005,4
Trondheim - Voll;SN68860;08.03.2016;1008,1;1006,3
Trondheim - Voll;SN68860;09.03.2016;1018,6;1006,5
Trondheim - Voll;SN68860;10.03.2016;1028,1;1019,4
Trondheim - Voll;SN68860;11.03.2016;1029,7;1028,1
Trondheim - Voll;SN68860;12.03.2016;1029,9;1026,7
Trondheim - Voll;SN68860;13.03.2016;1033;1027,9
Trondheim - Voll;SN68860;14.03.2016;1037,7;1032,3
Trondheim - Voll;SN68860;15.03.2016;1039,1;1037,4
Trondheim - Voll;SN68860;16.03.2016;1038;1031,4
Trondheim - Voll;SN68860;17.03.2016;1031,2;1020
Trondheim - Voll;SN68860;18.03.2016;1022,7;1017
Trondheim - Voll;SN68860;19.03.2016;1016,6;1010
Trondheim - Voll;SN68860;20.03.2016;1009,7;1005,3
Trondheim - Voll;SN68860;21.03.2016;1005,7;1004,2
Trondheim - Voll;SN68860;22.03.2016;1006,6;1002,8
Trondheim - Voll;SN68860;23.03.2016;1011,4;1006,9
